Laboratorio de informatica
6, 16

4,0,1,0,255,200,0
5,15,2,0,255,200,0

# paredes
0,0,6,0,0,0,0
1,0,6,0,0,0,0
2,0,6,0,0,0,0
3,0,6,0,0,0,0

0,1,6,0,0,0,0
1,1,6,0,0,0,0
2,1,6,0,0,0,0
3,1,6,0,0,0,0

1,4,6,0,0,0,0
2,4,6,0,0,0,0
3,4,6,0,0,0,0
4,4,6,0,0,0,0
5,4,6,0,0,0,0

1,5,6,0,0,0,0
2,5,6,0,0,0,0
3,5,6,0,0,0,0
4,5,6,0,0,0,0
5,5,6,0,0,0,0

0,8,6,0,0,0,0
1,8,6,0,0,0,0

4,8,6,0,0,0,0
5,8,6,0,0,0,0

0,9,6,0,0,0,0
1,9,6,0,0,0,0

4,9,6,0,0,0,0
5,9,6,0,0,0,0

1,12,6,0,0,0,0
2,12,6,0,0,0,0
3,12,6,0,0,0,0
4,12,6,0,0,0,0
5,12,6,0,0,0,0

1,13,6,0,0,0,0
2,13,6,0,0,0,0
3,13,6,0,0,0,0
4,13,6,0,0,0,0
5,13,6,0,0,0,0

# trampas
0,2,7,0,0,0,0
0,7,7,0,0,0,0
3,8,7,0,0,0,0

# espejos
4,2,3,0,0,0,0
0,3,3,0,0,0,0
3,6,3,2,0,0,0
4,11,3,0,0,0,0
5,11,3,0,0,0,0
3,11,3,0,0,0,0
2,11,3,0,0,0,0
