Semis
7,8

3,4,1,2,0,255,0
3,7,2,0,0,0,255
6,4,1,0,0,0,255
3,0,2,0,0,255,0
0,6,2,0,0,255,255

# paredes
1,2,6,0,0,0,0
1,3,6,0,0,0,0
1,4,6,0,0,0,0
2,3,6,0,0,0,0
5,4,6,0,0,0,0
4,4,6,0,0,0,0
5,5,6,0,0,0,0
6,6,6,0,0,0,0
1,7,6,0,0,0,0
5,2,6,0,0,0,0
6,2,6,0,0,0,0
2,7,6,0,0,0,0

# trampas
1,6,7,0,0,0,0
4,7,7,0,0,0,0
5,7,7,0,0,0,0
4,3,7,0,0,0,0

# espejos
3,5,5,0,0,0,0
2,2,5,1,0,0,0
4,1,4,1,0,0,0
3,6,4,0,0,0,0
6,6,5,1,0,0,0
0,0,5,0,0,0,0
4,5,3,3,0,0,0
3,5,3,2,0,0,0
