# Este es un archivo de ejemplo.
METALLICA
15,      11

0,0,1,0,89,25,25
7,0,2,0,201,89,150
1,4,1,1,23,150,150
6,0,2,0,23,150,150
4,7,2,0,89,25,25
2,0,2,0,201,89,150

# paredes
13,0,6,0,0,0,0
5,1,6,0,0,0,0
11,2,6,0,0,0,0
9,3,6,0,0,0,0
2,4,6,0,0,0,0
1,5,6,0,0,0,0

# trampas arriba a la derecha
8, 9, 7, 0, 0, 0, 0
1, 7, 7, 0, 0, 0, 0
# trampas abajo
   7,5,7,0,0,0,0
   7,6,7,0,0,0,0
   7,7,7,0,0,0,0
# espejos
7,0,4,1,0,0,0
1,5,3,2,0,0,0
3,3,3,3,0,0,0
7,3,3,2,0,0,0
1,1,5,1,0,0,0
5,7,5,1,0,0,0
4,0,5,0,0,0,0
